query_id,total_relevant,P@10_VSM,R@10_VSM,AP_VSM,NDCG@10_VSM,RR_VSM,P@10_BM25,R@10_BM25,AP_BM25,NDCG@10_BM25,RR_BM25,AP_Diff (BM25 - VSM)
67,14,0.7,0.5,0.6439796027106495,0.7088018099706086,1.0,0.6,0.42857142857142855,0.5183994039843086,0.611799820531754,1.0,-0.12558019872634085
68,5,0.1,0.2,0.0722157254996155,0.23469422678780313,0.25,0.1,0.2,0.06321493845435996,0.19411265551242066,0.16666666666666666,-0.009000787045255532
69,5,0.0,0.0,0.08623275397115368,0.0,0.08333333333333333,0.0,0.0,0.04117155158138765,0.0,0.07142857142857142,-0.045061202389766034
70,10,0.2,0.2,0.09894266881160925,0.14187504544291502,0.14285714285714285,0.2,0.2,0.09974556215667649,0.11161549108562273,0.16666666666666666,0.0008028933450672376
71,8,0.0,0.0,0.04447447802821082,0.0,0.07142857142857142,0.1,0.125,0.04832533832483825,0.1172133945431716,0.1111111111111111,0.0038508602966274286
72,17,0.2,0.11764705882352941,0.08990076092837321,0.11151404284910885,0.125,0.2,0.11764705882352941,0.13324818305755096,0.3487838535515526,1.0,0.04334742212917775
73,20,0.4,0.2,0.32359206923539086,0.40393536141160613,1.0,0.7,0.35,0.3625919422022354,0.6459715744507211,1.0,0.03899987296684454
74,6,0.1,0.16666666666666666,0.14451173826173827,0.1921875513030651,0.2,0.1,0.16666666666666666,0.10658599653164873,0.021364426193521538,0.1111111111111111,-0.03792574173008954
75,5,0.1,0.2,0.22666568689907068,0.23354705095134268,1.0,0.0,0.0,0.029193031183705503,0.0,0.0625,-0.19747265571536518
76,7,0.3,0.42857142857142855,0.34900004743654345,0.4393096878540932,1.0,0.2,0.2857142857142857,0.20545490222125878,0.33929372513008904,0.5,-0.14354514521528466
77,6,0.4,0.6666666666666666,0.5746031746031746,0.44377543841154804,1.0,0.3,0.5,0.3795674800745794,0.3434027975037357,1.0,-0.19503569452859515
78,3,0.3,1.0,0.8055555555555555,0.723072095276683,1.0,0.3,1.0,0.7555555555555555,0.7371032193119884,1.0,-0.04999999999999993
79,5,0.1,0.2,0.06732930585169392,0.13963767902663948,0.1,0.0,0.0,0.05608172642379393,0.0,0.05263157894736842,-0.011247579427899987
80,4,0.0,0.0,0.06673497971723824,0.0,0.09090909090909091,0.0,0.0,0.016007758824923005,0.0,0.025,-0.05072722089231524
81,2,0.2,1.0,0.3666666666666667,0.40322566909866775,0.3333333333333333,0.2,1.0,0.75,0.47726837038573167,1.0,0.3833333333333333
82,5,0.3,0.6,0.45535390199637027,0.5851645466138398,1.0,0.3,0.6,0.26351881293057766,0.43603213869333357,0.3333333333333333,-0.1918350890657926
83,4,0.1,0.25,0.10002088554720133,0.16812753627111748,0.25,0.1,0.25,0.10322827813801896,0.16812753627111748,0.25,0.0032073925908176343
84,11,0.4,0.36363636363636365,0.31233840469602525,0.26245694358563393,1.0,0.4,0.36363636363636365,0.4197884603622111,0.27403259643505073,1.0,0.10745005566618587
